Plasmid	Genome ID	Accession	PATRIC ID	Feature ID	Annotation	Feature Type	Start	End	Length	Strand	PATRIC genus-specific families (PLfams)	PATRIC cross-genus families (PGfams)	AA Length	Product	GO
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.123	PATRIC.573.32862.573.32862.con.0001.CDS.110521.111750.fwd	PATRIC	CDS	110521	111750	1230	+	PLF_570_00008878	PGF_09249960	409	"Phage head, portal protein B"	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.124	PATRIC.573.32862.573.32862.con.0001.CDS.111734.112390.fwd	PATRIC	CDS	111734	112390	657	+	PLF_570_00009126	PGF_06561801	218	Phage head maturation protease	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.125	PATRIC.573.32862.573.32862.con.0001.CDS.112405.113613.fwd	PATRIC	CDS	112405	113613	1209	+	PLF_570_00008701	PGF_02895979	402	Phage major capsid protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.126	PATRIC.573.32862.573.32862.con.0001.CDS.113652.113855.fwd	PATRIC	CDS	113652	113855	204	+	PLF_570_00008799	PGF_01959022	67	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.127	PATRIC.573.32862.573.32862.con.0001.CDS.113852.114172.fwd	PATRIC	CDS	113852	114172	321	+	PLF_570_00009910	PGF_09741219	106	Phage DNA packaging or aminotransferase (ACLAME 152)	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.128	PATRIC.573.32862.573.32862.con.0001.CDS.114242.114439.fwd	PATRIC	CDS	114242	114439	198	+	PLF_570_00006653	PGF_00111691	65	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.129	PATRIC.573.32862.573.32862.con.0001.CDS.114441.114773.fwd	PATRIC	CDS	114441	114773	333	+	PLF_570_00053883	PGF_08892219	110	Phage head-tail adapter	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.130	PATRIC.573.32862.573.32862.con.0001.CDS.114766.115305.fwd	PATRIC	CDS	114766	115305	540	+	PLF_570_00036349	PGF_12765584	179	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.131	PATRIC.573.32862.573.32862.con.0001.CDS.115302.115667.fwd	PATRIC	CDS	115302	115667	366	+	PLF_570_00062219	PGF_10556695	121	major tail subunit	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.132	PATRIC.573.32862.573.32862.con.0001.CDS.115724.116215.fwd	PATRIC	CDS	115724	116215	492	+	PLF_570_00017430	PGF_12839655	163	tail fiber protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.133	PATRIC.573.32862.573.32862.con.0001.CDS.116259.116612.fwd	PATRIC	CDS	116259	116612	354	+	PLF_570_00008232	PGF_00265381	117	tail protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.134	PATRIC.573.32862.573.32862.con.0001.CDS.116645.116908.fwd	PATRIC	CDS	116645	116908	264	+	PLF_570_00006651	PGF_00346253	87	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.135	PATRIC.573.32862.573.32862.con.0001.CDS.116974.117441.fwd	PATRIC	CDS	116974	117441	468	+		PGF_04687175	155	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.136	PATRIC.573.32862.573.32862.con.0001.CDS.117486.119933.fwd	PATRIC	CDS	117486	119933	2448	+	PLF_570_00036863	PGF_09123954	815	"Phage tail, tail length tape-measure protein H"	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.137	PATRIC.573.32862.573.32862.con.0001.CDS.119933.120412.fwd	PATRIC	CDS	119933	120412	480	+	PLF_570_00131053	PGF_00249446	159	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.138	PATRIC.573.32862.573.32862.con.0001.CDS.120399.120881.fwd	PATRIC	CDS	120399	120881	483	+	PLF_570_00004842	PGF_06765199	160	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.14	PATRIC.573.32862.573.32862.con.0001.CDS.12066.12761.fwd	PATRIC	CDS	12066	12761	696	+	PLF_570_00002051	PGF_00424798	231	Esterase YpfH	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.139	PATRIC.573.32862.573.32862.con.0001.CDS.120891.121271.fwd	PATRIC	CDS	120891	121271	381	+	PLF_570_00009151	PGF_08225224	126	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.140	PATRIC.573.32862.573.32862.con.0001.CDS.121268.124336.fwd	PATRIC	CDS	121268	124336	3069	+	PLF_570_00029102	PGF_01957849	1022	kinase	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.141	PATRIC.573.32862.573.32862.con.0001.CDS.124413.126566.fwd	PATRIC	CDS	124413	126566	2154	+	PLF_570_00115018	PGF_08225224	717	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.142	PATRIC.573.32862.573.32862.con.0001.CDS.126579.127313.fwd	PATRIC	CDS	126579	127313	735	+	PLF_570_00012790	PGF_01949439	244	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.143	PATRIC.573.32862.573.32862.con.0001.CDS.127369.128013.rev	PATRIC	CDS	127369	128013	645	-	PLF_570_00013049	PGF_01949608	214	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.15	PATRIC.573.32862.573.32862.con.0001.CDS.12810.13013.rev	PATRIC	CDS	12810	13013	204	-	PLF_570_00002655	PGF_00064342	67	UPF0370 protein YpfN	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.144	PATRIC.573.32862.573.32862.con.0001.CDS.128181.128480.fwd	PATRIC	CDS	128181	128480	300	+	PLF_570_00025498	PGF_01954549	99	DNA-invertase	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.145	PATRIC.573.32862.573.32862.con.0001.CDS.128483.128971.fwd	PATRIC	CDS	128483	128971	489	+	PLF_570_00129025	PGF_04069129	162	Phage DNA invertase	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.146	PATRIC.573.32862.573.32862.con.0001.CDS.129232.129513.fwd	PATRIC	CDS	129232	129513	282	+	PLF_570_00047268	PGF_08225224	93	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.147	PATRIC.573.32862.573.32862.con.0001.CDS.129736.129984.rev	PATRIC	CDS	129736	129984	249	-	PLF_570_00004872	PGF_01638518	82	Phage DNA damage-inducible protein (ACLAME 328)	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.16	PATRIC.573.32862.573.32862.con.0001.CDS.13040.14167.rev	PATRIC	CDS	13040	14167	1128	-	PLF_570_00000923	PGF_00024234	375	"N-succinyl-L,L-diaminopimelate desuccinylase (EC 3.5.1.18)"	GO:0009014|succinyl-diaminopimelate desuccinylase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.148	PATRIC.573.32862.573.32862.con.0001.CDS.130761.131243.rev	PATRIC	CDS	130761	131243	483	-	PLF_570_00001616	PGF_00413554	160	tmRNA-binding protein SmpB	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.149	PATRIC.573.32862.573.32862.con.0001.CDS.131393.131830.fwd	PATRIC	CDS	131393	131830	438	+	PLF_570_00001840	PGF_06120144	145	Ribosome association toxin RatA	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.150	PATRIC.573.32862.573.32862.con.0001.CDS.131820.132110.fwd	PATRIC	CDS	131820	132110	291	+	PLF_570_00001921	PGF_03225027	96	UPF0125 protein RatB	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.151	PATRIC.573.32862.573.32862.con.0001.CDS.132177.132518.rev	PATRIC	CDS	132177	132518	342	-	PLF_570_00001796	PGF_00048535	113	Outer membrane beta-barrel assembly protein BamE	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.152	PATRIC.573.32862.573.32862.con.0001.CDS.132666.134327.rev	PATRIC	CDS	132666	134327	1662	-	PLF_570_00001076	PGF_00421796	553	DNA repair protein RecN	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.153	PATRIC.573.32862.573.32862.con.0001.CDS.134414.135292.rev	PATRIC	CDS	134414	135292	879	-	PLF_570_00116905	PGF_08421732	292	NAD kinase (EC 2.7.1.23)	GO:0003951|NAD+ kinase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.154	PATRIC.573.32862.573.32862.con.0001.CDS.135417.136007.fwd	PATRIC	CDS	135417	136007	591	+	PLF_570_00002340	PGF_03751823	196	Heat shock protein GrpE	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.155	PATRIC.573.32862.573.32862.con.0001.CDS.136127.137413.rev	PATRIC	CDS	136127	137413	1287	-	PLF_570_00002434	PGF_00041948	428	Putative membrane protein YfjD	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.156	PATRIC.573.32862.573.32862.con.0001.CDS.137433.138224.rev	PATRIC	CDS	137433	138224	792	-	PLF_570_00003666	PGF_03198057	263	Inner membrane protein YpjD	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.157	PATRIC.573.32862.573.32862.con.0001.CDS.138388.139752.fwd	PATRIC	CDS	138388	139752	1365	+	PLF_570_00068999	PGF_00052238	454	Signal recognition particle protein Ffh	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.158	PATRIC.573.32862.573.32862.con.0001.CDS.140012.140260.fwd	PATRIC	CDS	140012	140260	249	+	PLF_570_00002450	PGF_00178044	82	SSU ribosomal protein S16p	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.159	PATRIC.573.32862.573.32862.con.0001.CDS.140279.140827.fwd	PATRIC	CDS	140279	140827	549	+	PLF_570_00001283	PGF_06000821	182	16S rRNA processing protein RimM	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.160	PATRIC.573.32862.573.32862.con.0001.CDS.140859.141626.fwd	PATRIC	CDS	140859	141626	768	+	PLF_570_00001613	PGF_00413208	255	tRNA (guanine(37)-N(1))-methyltransferase (EC 2.1.1.228)	GO:0052906|tRNA (guanine(37)-N(1))-methyltransferase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.161	PATRIC.573.32862.573.32862.con.0001.CDS.141666.142013.fwd	PATRIC	CDS	141666	142013	348	+	PLF_570_00002363	PGF_04845029	115	LSU ribosomal protein L19p	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.17	PATRIC.573.32862.573.32862.con.0001.CDS.14171.14524.rev	PATRIC	CDS	14171	14524	354	-	PLF_570_00002061	PGF_00577145	117	FIG138056: a glutathione-dependent thiol reductase	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.162	PATRIC.573.32862.573.32862.con.0001.CDS.142133.142591.fwd	PATRIC	CDS	142133	142591	459	+	PLF_570_00000799	PGF_02722374	152	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.163	PATRIC.573.32862.573.32862.con.0001.CDS.142648.144018.fwd	PATRIC	CDS	142648	144018	1371	+	PLF_570_00003041	PGF_07980372	456	Uncharacterized iron-regulated membrane protein; Iron-uptake factor PiuB	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.164	PATRIC.573.32862.573.32862.con.0001.CDS.144027.144509.rev	PATRIC	CDS	144027	144509	483	-	PLF_570_00002357	PGF_00014732	160	Integral membrane protein YfiB	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.165	PATRIC.573.32862.573.32862.con.0001.CDS.144523.145746.rev	PATRIC	CDS	144523	145746	1224	-	PLF_570_00000570	PGF_03299322	407	Diguanylate cyclase (EC 2.7.7.65) => DgcN	GO:0052621|diguanylate cyclase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.166	PATRIC.573.32862.573.32862.con.0001.CDS.145739.146248.rev	PATRIC	CDS	145739	146248	510	-	PLF_570_00003042	PGF_00065566	169	Uncharacterized protein YfiR	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.167	PATRIC.573.32862.573.32862.con.0001.CDS.146591.147661.fwd	PATRIC	CDS	146591	147661	1071	+	PLF_570_00000810	PGF_00070354	356	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I alpha (EC 2.5.1.54)	GO:0003849|3-deoxy-7-phosphoheptulonate synthase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.168	PATRIC.573.32862.573.32862.con.0001.CDS.147671.148792.fwd	PATRIC	CDS	147671	148792	1122	+	PLF_570_00001061	PGF_00417831	373	Chorismate mutase I (EC 5.4.99.5) / Cyclohexadienyl dehydrogenase (EC 1.3.1.12)(EC 1.3.1.43)	GO:0004106|chorismate mutase activity;GO:0008977|prephenate dehydrogenase activity;GO:0047794|cyclohexadienyl dehydrogenase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.169	PATRIC.573.32862.573.32862.con.0001.CDS.148855.149727.fwd	PATRIC	CDS	148855	149727	873	+	PLF_570_00005569	PGF_00049749	290	SMP-30/Gluconolaconase/LRE domain protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.170	PATRIC.573.32862.573.32862.con.0001.CDS.149724.150884.rev	PATRIC	CDS	149724	150884	1161	-	PLF_570_00000093	PGF_02877184	386	Chorismate mutase I (EC 5.4.99.5) / Prephenate dehydratase (EC 4.2.1.51)	GO:0004106|chorismate mutase activity;GO:0004664|prephenate dehydratase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.18	PATRIC.573.32862.573.32862.con.0001.CDS.15077.18190.rev	PATRIC	CDS	15077	18190	3114	-	PLF_570_00000274	PGF_03376567	1037	"Aminoglycosides efflux system AcrAD-TolC, inner-membrane proton/drug antiporter AcrD (RND type)"	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.171	PATRIC.573.32862.573.32862.con.0001.CDS.151139.151474.rev	PATRIC	CDS	151139	151474	336	-	PLF_570_00002199	PGF_00048898	111	Ribosome-associated inhibitor A	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.172	PATRIC.573.32862.573.32862.con.0001.CDS.151745.152482.rev	PATRIC	CDS	151745	152482	738	-	PLF_570_00000932	PGF_05872952	245	Outer membrane beta-barrel assembly protein BamD	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.173	PATRIC.573.32862.573.32862.con.0001.CDS.152614.153594.fwd	PATRIC	CDS	152614	153594	981	+	PLF_570_00002198	PGF_10569727	326	LSU rRNA pseudouridine(1911/1915/1917) synthase (EC 5.4.99.23)	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.174	PATRIC.573.32862.573.32862.con.0001.CDS.153591.154322.fwd	PATRIC	CDS	153591	154322	732	+	PLF_570_00001702	PGF_05501316	243	FIG00003370: Multicopper polyphenol oxidase	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.175	PATRIC.573.32862.573.32862.con.0001.CDS.154452.157025.fwd	PATRIC	CDS	154452	157025	2574	+	PLF_570_00000278	PGF_00529632	857	Chaperone protein ClpB (ATP-dependent unfoldase)	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.176	PATRIC.573.32862.573.32862.con.0001.CDS.162571.162684.fwd	PATRIC	CDS	162571	162684	114	+	PLF_570_00004450	PGF_08225224	37	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.177	PATRIC.573.32862.573.32862.con.0001.CDS.162692.162817.rev	PATRIC	CDS	162692	162817	126	-			41	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.178	PATRIC.573.32862.573.32862.con.0001.CDS.162898.164196.fwd	PATRIC	CDS	162898	164196	1299	+	PLF_570_00000825	PGF_00048177	432	Alpha-ketoglutarate permease	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.179	PATRIC.573.32862.573.32862.con.0001.CDS.164200.164523.rev	PATRIC	CDS	164200	164523	324	-	PLF_570_00001841	PGF_03326496	107	Putative outer membrane lipoprotein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.180	PATRIC.573.32862.573.32862.con.0001.CDS.164565.165920.rev	PATRIC	CDS	164565	165920	1356	-	PLF_570_00001334	PGF_00414976	451	CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8)	GO:0003882|CDP-diacylglycerol-serine O-phosphatidyltransferase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.181	PATRIC.573.32862.573.32862.con.0001.CDS.166041.168692.rev	PATRIC	CDS	166041	168692	2652	-	PLF_570_00000344	PGF_05743061	883	Protein lysine acetyltransferase Pat (EC 2.3.1.-)	"GO:0004147|dihydrolipoamide branched chain acyltransferase activity;GO:0004147|sterol O-acyltransferase activity;GO:0004147|N-acetyltransferase activity;GO:0004147|O-acyltransferase activity;GO:0004147|palmitoleoyl [acyl-carrier-protein]-dependent acyltransferase activity;GO:0004147|carnitine O-acyltransferase activity;GO:0004147|acetyltransferase activity;GO:0004147|C-acyltransferase activity;GO:0004147|palmitoyltransferase activity;GO:0004147|N-acyltransferase activity;GO:0004147|acylglycerol O-acyltransferase activity;GO:0004147|serine O-acyltransferase activity;GO:0004147|O-acetyltransferase activity;GO:0004147|O-octanoyltransferase activity;GO:0004147|octanoyltransferase activity;GO:0004147|O-palmitoyltransferase activity;GO:0004147|S-acyltransferase activity;GO:0004147|S-acetyltransferase activity;GO:0004147|S-malonyltransferase activity;GO:0004147|malonyltransferase activity;GO:0004147|C-palmitoyltransferase activity;GO:0004147|succinyltransferase activity;GO:0004147|N-succinyltransferase activity;GO:0004147|O-succinyltransferase activity;GO:0004147|S-succinyltransferase activity;GO:0004147|sinapoyltransferase activity;GO:0004147|O-sinapoyltransferase activity;GO:0004147|peptidyl-lysine N6-myristoyltransferase activity;GO:0004147|peptidyl-lysine N6-palmitoyltransferase activity;GO:0004147|benzoyl acetate-CoA thiolase activity;GO:0004147|3-hydroxybutyryl-CoA thiolase activity;GO:0004147|3-ketopimelyl-CoA thiolase activity;GO:0004147|N-palmitoyltransferase activity;GO:0004147|myristoyltransferase activity;GO:0004147|acyl-CoA N-acyltransferase activity;GO:0004147|protein-cysteine S-myristoyltransferase activity;GO:0004147|protein-cysteine S-acyltransferase activity;GO:0004147|dihydrolipoamide S-acyltransferase activity;GO:0004147|glucosaminyl-phosphotidylinositol O-acyltransferase activity;GO:0004147|ergosterol O-acyltransferase activity;GO:0004147|lanosterol O-acyltransferase activity;GO:0004147|naphthyl-2-oxomethyl-succinyl-CoA succinyl transferase activity;GO:0004147|2,4,4-trimethyl-3-oxopentanoyl-CoA 2-C-propanoyl transferase activity;GO:0004147|2-methylhexanoyl-CoA C-acetyltransferase activity;GO:0004147|butyryl-CoA 2-C-propionyltransferase activity;GO:0004147|2,6-dimethyl-5-methylene-3-oxo-heptanoyl-CoA C-acetyltransferase activity;GO:0004147|L-2-aminoadipate N-acetyltransferase activity;GO:0004147|UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase activity;GO:0004147|keto acid formate lyase activity;GO:0004147|Ras palmitoyltransferase activity;GO:0004147|azetidine-2-carboxylic acid acetyltransferase activity;GO:0004147|peptidyl-lysine N-acetyltransferase activity, acting on acetyl phosphate as donor;GO:0004147|acetyl-CoA:L-lysine N6-acetyltransferase"
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.182	PATRIC.573.32862.573.32862.con.0001.CDS.168727.169425.rev	PATRIC	CDS	168727	169425	699	-	PLF_570_00001953	PGF_05748227	232	"Uncharacterized conserved protein YfiP, contains DTW domain"	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.183	PATRIC.573.32862.573.32862.con.0001.CDS.169495.169920.rev	PATRIC	CDS	169495	169920	426	-	PLF_570_00001548	PGF_02317534	141	Thioredoxin 2	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.184	PATRIC.573.32862.573.32862.con.0001.CDS.170124.171209.fwd	PATRIC	CDS	170124	171209	1086	+	PLF_570_00000790	PGF_00065856	361	Uncharacterized tRNA/rRNA methyltransferase YfiF	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.185	PATRIC.573.32862.573.32862.con.0001.CDS.171268.171981.rev	PATRIC	CDS	171268	171981	714	-	PLF_570_00074368	PGF_00066139	237	"Uracil-DNA glycosylase, family 1 (EC 3.2.2.27)"	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.186	PATRIC.573.32862.573.32862.con.0001.CDS.172270.172653.fwd	PATRIC	CDS	172270	172653	384	+	PLF_570_00002303	PGF_00068794	127	Autonomous glycyl radical cofactor	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.187	PATRIC.573.32862.573.32862.con.0001.CDS.172699.174030.rev	PATRIC	CDS	172699	174030	1332	-	PLF_570_00001633	PGF_07868088	443	ATP-dependent RNA helicase SrmB	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.3	PATRIC.573.32862.573.32862.con.0001.CDS.1738.2097.rev	PATRIC	CDS	1738	2097	360	-	PLF_570_00002476	PGF_09375481	119	"Uncharacterized protein YfgD, not an arsenate reductase"	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.188	PATRIC.573.32862.573.32862.con.0001.CDS.174162.174899.fwd	PATRIC	CDS	174162	174899	738	+	PLF_570_00002278	PGF_05969969	245	tRNA(1)(Val) (adenine(37)-N(6))-methyltransferase (EC 2.1.1.223)	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.189	PATRIC.573.32862.573.32862.con.0001.CDS.174884.176503.rev	PATRIC	CDS	174884	176503	1620	-	PLF_570_00000573	PGF_07459509	539	L-aspartate oxidase (EC 1.4.3.16)	GO:0008734|L-aspartate oxidase activity;GO:0008734|L-aspartate:fumarate oxidoreductase activity
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.190	PATRIC.573.32862.573.32862.con.0001.CDS.176924.177499.fwd	PATRIC	CDS	176924	177499	576	+	PLF_570_00002441	PGF_03079268	191	RNA polymerase sigma factor RpoE	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.191	PATRIC.573.32862.573.32862.con.0001.CDS.177532.178182.fwd	PATRIC	CDS	177532	178182	651	+	PLF_570_00001886	PGF_04039232	216	Sigma factor RpoE negative regulatory protein RseA	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.192	PATRIC.573.32862.573.32862.con.0001.CDS.178182.179138.fwd	PATRIC	CDS	178182	179138	957	+	PLF_570_00001537	PGF_00052053	318	Sigma factor RpoE negative regulatory protein RseB precursor	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.193	PATRIC.573.32862.573.32862.con.0001.CDS.179135.179614.fwd	PATRIC	CDS	179135	179614	480	+	PLF_570_00001538	PGF_02294260	159	Sigma factor RpoE regulatory protein RseC	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.194	PATRIC.573.32862.573.32862.con.0001.CDS.179633.179785.rev	PATRIC	CDS	179633	179785	153	-			50	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.195	PATRIC.573.32862.573.32862.con.0001.CDS.180046.181275.fwd	PATRIC	CDS	180046	181275	1230	+	PLF_570_00010167	PGF_12930525	409	integrase	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.196	PATRIC.573.32862.573.32862.con.0001.CDS.181253.181540.rev	PATRIC	CDS	181253	181540	288	-	PLF_570_00089308	PGF_04008418	95	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.197	PATRIC.573.32862.573.32862.con.0001.CDS.181567.181806.rev	PATRIC	CDS	181567	181806	240	-	PLF_570_00006779	PGF_12728944	79	hypothetical protein	
pVA126-339	573.32862	573.32862.con.0001	fig|573.32862.peg.198	PATRIC.573.32862.573.32862.con.0001.CDS.181814.182122.rev	PATRIC	CDS	181814	182122	309	-	PLF_570_00038030	PGF_00079049	102	hypothetical protein	
